,hashtags,hashtagsDate,hashtagsedge_liked_by.count
341,"['nationalchampionship', 'oregonstateuniversity', 'collegebaseball', 'cws', 'homerun', 'beaverbaseball']",6/28/18 11:28,287
342,[],5/24/16 20:00,287
343,[],5/19/16 17:30,287
344,[],7/21/15 6:24,287
345,"['oregonstateuniversity', 'studentathletes', '2k19', 'rowbeavs', 'gobeavs']",3/18/19 12:55,286
346,[],9/28/17 19:59,286
347,"['HighVoltageHighQuality', 'CutsByWatts', 'OregonStateUniversity', 'icutproacademy', 'TheRichBarber', 'barbershopconnect', 'OSUBarber', 'BarberLife', 'OregonStateBarber', 'TheRichBarberCompany', 'NastyBarbers', 'icutprofraternity', 'TheICUTPROway', 'OregonBarber', 'CorvallisBarber']",8/2/17 16:14,286
348,"['summerready', 'balayage', 'hilaryduff', 'oregonstateuniversity', 'glassesusa', 'urbancolorzsalon', 'osu', 'newcolor', 'newglasses', 'glasses', 'newhair', 'newhairdresser', 'salon', 'gobeavs']",6/22/18 17:43,285
349,"['HighVoltageHighQuality', 'CutsByWatts']",5/15/17 17:20,285
350,"['gfr18', 'GFRiends', 'engineering', 'fsaeitaly', 'goGFR', 'dhbwravensburg', 'oregonstateuniversity', 'team', 'fsae', 'racing', '12daysofcomp', 'oregonstate', 'design', 'racecar', 'racecardriver', 'weAreGFR', 'globalformularacing', 'teamworkmakesdreamwork', 'formulasae']",2/7/19 9:33,284
351,"['oregonstateuniversity', 'UofNYFW', 'NYFW', 'GoBeavs', 'arlohotels', 'arlosoho', 'OutThere', 'newyorkcity', 'beavernation']",3/16/18 9:15,284
352,"['dhbwravensburg', 'oregonstateuniversity', 'racing', 'design', 'racecar', 'racecardriver', 'goGFR', 'fsa', 'fsae', 'gfr19c', 'oregonstate', 'competition', 'globalformularacing', 'formulasae', 'GFRiends', 'fsaemichigan', 'teamworkmakesdreamwork', 'engineering', 'team', 'fsg', 'weAreGFR']",3/16/19 10:02,283
353,"['ChristIsKing', 'EndTimes', '1996', 'LAClippers', 'GodIsGood', 'TeamJesus', '116', 'StaplesCenter', 'Unashamed', 'WakeUp', 'OregonStateUniversity', 'SanAntonioSpurs', 'Clippers', 'NiceKicks', 'John316', 'Bones', 'YHWH', 'Beavers', 'SoleCollector', 'SanAntonio', 'FIBA', 'Maranatha', 'SneakerNews', 'BrentBarry', 'NBA', 'Romans116', 'ReignIsComing', 'JesusIsComing', 'JesusSaves', 'SlamDunkContest']",2/10/16 10:02,282
354,"['HighVoltageHighQuality', 'CutsByWatts', 'OregonStateUniversity', 'icutproacademy', 'TheRichBarber', 'barbershopconnect', 'OSUBarber', 'NastyBarbers', 'OregonStateBarber', 'TheRichBarberCompany', 'icutprofraternity', 'TheICUTPROway', 'OregonBarber', 'CorvallisBarber']",9/4/17 17:55,281
355,"['nikenationals', 'basketball', 'oregonstateuniversity', 'girlseybl', 'pac12wbb', 'nike', 'eybl']",7/14/17 21:53,281
356,"['goprospirit', 'oregonstateuniversity', 'corvallis', 'gopro', 'fall', 'gobeavs', 'october']",10/10/16 15:11,281
357,"['beatcal', 'fitnessmotivation', 'oregonstateuniversity', 'fitness', 'reserstadium', 'allcancerawareness', 'healthandwellness', 'strengthcoach', 'fitnessaddict', 'fuckcancer', 'strengthandconditioning', 'muscle', 'fitfam', 'muscleandhealth', 'corvallis', 'bestcollegetowninthepac12', 'gobeavs', 'oregonstatebeavers', 'health', 'strengthtraining', 'breastcancerawareness', 'cancersucks', 'crucialcatch', 'oregonstatefootball']",10/20/18 13:54,280
358,"['oregon', 'civilwar', 'pac12', 'justinquinnphotography', 'football', 'oregonstateuniversity', 'victory', 'gobeavs']",11/26/16 18:41,280
359,[],5/16/16 22:22,280
360,"['madeinusa', 'standard', 'vintage', 'vintagetee', 'footballtee', 'Tシャツバトン', 'mensstyle', 'Oregonstateuniversity']",8/8/15 8:06,280
361,"['DevianArt', 'OregonStateUniversity', 'IAmAllThrill', 'NASA', 'SpringEquinox', 'TheMilkyWay', 'InternationalSpaceStation', 'NewMoon', 'Eclipse', 'Supermoons', 'SolarEclipse', 'Photoshopped', 'Terragen2', 'WesternPacificOcean', 'astronaut', 'DonPettit', 'Celestial', 'A4size']",3/20/15 13:19,280
362,"['collegeofforestry', 'oregonstateuniversity']",3/26/19 14:54,279
363,"['marines', 'oregonstateuniversity']",3/26/18 20:04,279
364,"['oregonweddingphotographer', 'Oregonbride', 'oregonphotography', 'oregonexplored', 'Oregoncoast', 'oregonmade', 'oregonwinecountry', 'oregonartist', 'OregonStateUniversity', 'oregonrealestate', 'oregongirl', 'oregonnw', 'oregontrail', 'OregonBeer', 'oregonisawesome', 'oregonstate', 'oregonwedding', 'oregonliving', 'oregonlife', 'oregonlove', 'oregoncity', 'oregonwine', 'oregongrown', 'oregonweed', 'Oregon', 'oregonian', 'oregonducks', 'oregonphotographer', 'OregonZoo', 'oregondogs']",3/11/18 8:06,279
365,[],5/10/18 18:35,278
366,"['oregonstateuniversity', 'collegehoops', 'sports', 'realspillmusic', 'collegebasketball', 'collegelife', 'realspillsports', 'arizonawildcats', 'striveforgreatness']",1/12/18 7:06,278
367,"['OregonStateUniversity', 'CutsByWatts', 'icutproacademy', 'SelfTaughtBarber', 'icutprofraternity', 'TheRichBarber', 'barbershopconnect', 'OSUBarber', 'BarberLife', 'OregonStateBarber', 'TheRichBarberCompany', 'NastyBarbers', 'icutpro', 'HighVoltage', 'OregonBarber', 'SacramentoNative', 'CorvallisBarber']",5/5/17 20:29,278
368,[],4/4/19 8:33,277
369,"['oregon', 'traveloregon', 'oregonbride', 'oregontrail', 'oregonstateuniversity', 'oregonphotographer', 'oregonadventures', 'pnwonderland', 'oregonducks', 'wanderlust', 'oregoncoast', 'oregonhikes', 'oregonartist', 'oregonwine']",4/3/19 16:04,277
370,"['socal', 'oregonstateuniversity', '멍스타그램', '개스타그램', 'petco', 'doggystyles', 'goldenretriever', '광안리', '리트리버', '⭐️']",7/15/18 19:35,277
371,"['oregonstateuniversity', 'football', 'osu', 'fall', 'gobeavs']",10/20/18 12:35,276
372,"['oregonstateuniversity', 'football', 'osu', 'fall', 'gobeavs']",10/20/18 12:35,276
373,"['gobeavs', 'OregonStateUniversity']",4/29/18 21:30,276
374,"['oregon', 'portland', 'pnw', 'oregonstatebaseball', 'oregonstateuniversity', 'greshamfirefighters', 'portlandoregon', 'gresham', 'baseball', 'corvallis', 'championship', 'greshamoregon', 'pacificnorthwest', 'oregonstatebeavers', 'teamwork']",6/28/18 19:34,275
375,"['pnwphotographer', 'streetwear', 'streetphotography', 'asiangirls', 'pnw', 'instagood', 'oregonstateuniversity', 'oregon', 'mood', 'osu', 'upperleftus', 'moodyport', 'oregonstate', 'pnwonderland', 'streetfashion', 'asianfeet', 'pnwlife', 'moodygrams', 'streetstyle', 'asian']",2/20/18 8:57,275
376,[],4/27/17 20:01,275
377,"['seizetheday', 'LOL', 'oregonstateuniversity']",2/9/17 14:39,275
378,"['OregonStateUniversity', 'Birthday', 'Anniversaire', 'Collage', 'Portland', 'PDX', 'ODPhi', 'Alumni', 'Cumpleaños', 'Sister', 'KDChi', 'Photoshop', 'Art', 'Illustrator', 'OSU', '25', 'Hermana', 'Sœur', 'Design']",10/21/16 0:15,275
379,[],5/15/16 20:54,275
380,"['ig_nycity', 'oregonstateuniversity', 'portlandoregon', 'what_i_saw_in_nyc', 'ny', 'nycprimeshot', 'pnw', 'wtc', 'beautifuldestinations', 'loves_nyc', 'nightphotography', 'gramvisions', 'pdxphotographer', 'pdx', 'newyorkarea', 'gobeavs', 'pnwphotographer', 'manhattan', 'travelphotography', 'worldtradecenter', 'financialdistrictnyc', 'nyc', 'urbanromantic', 'newyork_instagram', 'infinity_urban']",10/24/18 10:46,274
381,[],4/23/18 10:03,274
382,"['oregonbeavers', 'oregonstateuniversity', 'petco', 'dogsofinstagram', 'goldenretriever', '반려견', 'puppy', 'petsmart', '대형견', 'puppies']",7/20/18 19:35,273
383,"['universalaudio', 'musicstudio', 'oregonstateuniversity', 'gml', 'mixing', 'dangerousmusic', 'schoeps', 'recordingengineer', 'anjunarecording', 'neumann', 'royer', 'avalon', 'manley', 'producerlife', 'recording', 'studio', 'lynxaurora', 'studioporn', 'producer', 'choral', 'recordingstudio', 'mixingengineer', 'gearporn', 'empiricallabs', 'protools']",6/2/17 18:15,273
384,"['Barberlife', 'ShortBlend']",12/10/15 19:25,273
385,"['chemicalengineering', 'classof2018', 'oregonstateuniversity']",6/6/18 11:12,272
386,"['oregonstateuniversity', 'taiwaniamcoming', 'summerterm', 'goodluck', '2017', 'lastweek']",8/12/17 21:09,271
387,"['SACRAMENTO', 'oregonstateuniversity', 'JordenBell', 'NBA', 'SacramentoKings', 'NBADraft', 'Oregon', 'SacramentoProud', 'NBADraft2017', 'CowbellKingdom']",5/31/17 15:17,271
388,[],5/14/16 20:30,271
389,"['oregonmom', 'oregonbride', 'oregonrocks', 'oregongirl', 'oregonstateuniversity', 'oregongrown', 'oregonbeach', 'oregonmade', 'oregonliving', 'Oregon', 'oregoncoast', 'Oregonexplored', 'oregonartist']",4/19/19 16:16,270
390,NA,6/25/18 18:30,270
391,"['BarbersIncTV', 'PNW', 'Army', 'Portland', 'PDX', 'WesternBarberConference', 'SalemOregon', 'Barber', 'PortlandOR', 'SalemOR', 'Veteran', 'BarbershopConnect', 'Oregon', 'OregonBarber', '503Barber']",8/22/14 8:09,270
392,"['chronicillness', 'awareness', 'hEDS', 'oregonstateuniversity', 'ehlersdanlossyndrome', 'fighter', 'tubie', 'zebrastrong', 'dysautonomia', 'highjumper', 'POTS', 'pac12', 'trackandfield', 'OSU', 'strong', 'division1', 'gastroparesis', 'njtube', 'damworthit', 'staypositive', 'gobeavs', 'spoonie']",3/8/19 18:21,269
393,"['futurerd', 'oregonstateuniversity', 'science', 'osu', 'rdn', 'oregonstate', 'dietitian', 'nutrition']",4/10/19 19:29,269
394,"['chronicillness', 'awareness', 'hEDS', 'oregonstateuniversity', 'ehlersdanlossyndrome', 'fighter', 'tubie', 'zebrastrong', 'dysautonomia', 'highjumper', 'POTS', 'pac12', 'trackandfield', 'OSU', 'strong', 'division1', 'gastroparesis', 'njtube', 'damworthit', 'staypositive', 'gobeavs', 'spoonie']",3/8/19 18:21,269
395,"['GFRiends', 'engineering', 'goGFR', 'dhbwravensburg', 'oregonstateuniversity', 'team', 'gfr19', 'fsae', 'racing', 'oregonstate', 'design', 'racecar', 'racecardriver', 'weAreGFR', 'formulastudent', 'globalformularacing', 'teamworkmakesdreamwork', 'formulasae']",11/22/18 23:29,269
396,"['classof2017', 'oregonstateuniversity']",5/5/17 20:53,269
397,[],1/26/17 19:17,269
398,"['oregonweddingphotographer', 'Oregonbride', 'oregonphotography', 'oregonexplored', 'Oregoncoast', 'oregonmade', 'OregonStateUniversity', 'oregonrealestate', 'oregongirl', 'oregonnw', 'oregontrail', 'OregonBeer', 'oregonstate', 'oregonwedding', 'oregonliving', 'oregonlife', 'oregonlove', 'oregoncity', 'oregonwine', 'viajalatierra', 'oregongrown', 'oregonian', 'oregonducks', 'oregonphotographer', 'OregonZoo', 'oregondogs']",10/8/18 7:49,268
399,[],11/25/17 9:02,268
400,"['oregonstateuniversity', 'collegefootball', 'coloradostatefootball', 'coloradostateuniversity', 'oregonstate', 'coloradostate', 'oregonstatebeavers', 'oregonstatefootball', 'cfb', 'coloradostaterams']",8/27/17 11:42,268
401,"['gobeavs', 'futurevet', 'oregonstateuniversity']",4/7/19 12:44,267
402,"['oregonweddingphotographer', 'Oregonbride', 'oregonphotography', 'oregonexplored', 'Oregoncoast', 'oregonmade', 'OregonStateUniversity', 'oregonrealestate', 'oregongirl', 'oregonnw', 'oregontrail', 'OregonBeer', 'oregonstate', 'oregonwedding', 'oregonliving', 'oregonlife', 'oregonlove', 'oregoncity', 'oregonwine', 'haystackrock', 'oregongrown', 'Oregon', 'ocean', 'oregonian', 'oregonducks', 'oregonphotographer', 'OregonZoo', 'oregondogs', 'haystack']",8/15/18 20:22,267
403,"['oregonbeavers', 'socal', 'puppies', 'oregonstateuniversity', '개스타그램', 'doggystyles', 'dogsofinstagram', 'goldenretriever', '광안리', 'petsofinstagram', '리트리버', '대형견', 'puppiesofinstagram', 'retriever']",7/19/18 14:48,267
404,"['brewdekombucha', 'oregonstateuniversity', 'healthy', 'eaterpdx', 'townshendstea', 'goducks', 'crafttea', 'civilwargame', 'giveaway', 'vegan', 'gobeavs', 'wellandgood', 'iamwellandgood', 'goodeats', 'universityoforegon', 'drinkmoretea']",11/20/18 10:45,265
405,"['socal', 'puppies', '멍스타그램', 'oregonstateuniversity', 'goldenretriever', '반려견', 'petsmart', '대형견', 'puppiesofinstagram', 'retriever']",7/15/18 19:35,265
406,"['oregon', 'seniors', 'graduationday', 'oregonstateuniversity', '2018', 'osu', 'corvallis', 'oregonstate', 'graduation', 'congrats', 'gobeavs']",6/16/18 11:54,265
407,"['oregon', 'corvallisor', 'modernsalon', 'pnw', 'Corvallis', 'oregonstateuniversity', 'notjustahairdresser', 'notaboutthehair', 'albanyoregon', 'albanyor', 'downtowncorvallis', 'oregonstate', 'hairapy', 'corvallisoregon', 'woundedhealer', 'gobeavs', 'behindthechair', 'americansalon']",1/24/19 6:58,264
408,"['socal', 'nikon', 'oregonbeavers', 'oregonstateuniversity', '골든리트리버', 'dogsofinstagram', 'goldenretriever', 'petsofinstagram', '광안리', 'puppy', '리트리버', 'puppiesofinstagram', '⭐️']",7/21/18 23:43,264
409,"['like', 'basketball', 'ejected', 'oregonstateuniversity', 'COLLEGE', 'pac12', 'hoopmixtape', 'views', '12', 'arizona', 'bigleaguehoops', 'NBA', 'osubeavers', 'oregonstate', 'arizonastateuniversity', 'watch', 'watchvideo', 'oregonstatebeavers', 'technicalfoul', 'arizonawildcats']",1/11/18 19:49,264
410,"['ChristIsKing', 'EndTimes', 'LAClippers', 'GodIsGood', 'TeamJesus', '116', 'StaplesCenter', 'Unashamed', 'WakeUp', 'OregonStateUniversity', 'SanAntonioSpurs', 'Clippers', 'NiceKicks', 'John316', 'WLAK', 'Bones', 'YHWH', 'Beavers', 'SoleCollector', 'SanAntonio', 'FIBA', 'Maranatha', 'SneakerNews', 'BrentBarry', 'NBA', 'Romans116', 'ReignIsComing', 'JesusIsComing', 'JesusSaves', 'SlamDunkContest']",2/10/15 9:42,264
411,"['oregonstateuniversity', 'osu23']",4/27/19 18:06,263
412,['GoBeavs'],4/14/15 11:45,263
413,"['oregonstateuniversity', 'stmarysacademy', 'modernteenstyle', 'theseniorcollective', 'smapdx', 'thetwelfthyear', 'senioryearmagazine', 'womeninscience', 'seniorphotos', '503seniors', 'spokane', 'seniorinspire', 'canon6D', 'ssgmagazine', 'jkphotos503', '85mm', 'photography', 'portrait', 'popawardspdx', 'Portland', 'portlandphotographer', 'canon', 'Oregon', '5DMarkIII', 'stem', 'seniorpictures', 'girlsinstem', 'seniorportraits', 'seniorstyleguide']",12/14/18 11:07,262
414,"['bigandtall', 'oregonstateuniversity', 'fitness', 'goals', 'rams', 'goblue', 'alabama', 'familyfromafar', '0530chuckjeanie', 'gym', 'finishstrong', '⚾️', 'walk']",8/29/18 10:21,262
415,"['socal', 'nikon', 'oregonstateuniversity', '멍스타그램', '개스타그램', 'petco', 'doggystyles', 'dogsofinstagram', 'goldenretriever', '반려견', 'petsofinstagram', 'petsmart', '⭐️']",7/14/18 10:02,262
416,['APIofOSU'],6/8/16 13:57,262
417,"['portland', 'universityoforegon', 'fieldtrip', 'oregonstateuniversity', 'portlandstateuniversity', 'lewisandclarkcollege', 'reedcollege', 'universityofportland', 'bhsbearwitness', 'college', 'AVID']",3/19/19 20:25,261
418,['TNTBrewCrew'],7/9/18 14:37,261
419,['waybackwhensday'],5/17/17 12:09,260
420,[],5/16/16 21:18,260
421,['oregon'],11/27/18 9:17,259
422,"['gobeavs', 'oregonstateuniversity']",10/6/18 22:05,259
423,"['CollegeHouseBeavers', 'OregonStateUniversity', 'CorvallisOregon', 'OregonState', 'BeaverNation']",10/9/18 8:06,259
424,"['oregon', 'Corvallis', 'oregonstateuniversity', 'bluepine', 'lumberyard', 'lumber', 'osu', 'Albany', 'oregonstate', 'mikesbargaincenter', 'woodworking', 'wood']",4/18/18 12:54,259
425,"['alumni', 'classof2017', 'oregonstateuniversity', 'osu', 'oregonstate', 'graduation', 'graphicdesign', 'gobeavs', 'graduate', 'summacumlaude']",6/18/17 7:05,259
426,[],3/2/19 13:23,258
427,[],10/27/18 10:19,258
428,"['espn', 'oregonstateuniversity', 'signingday']",11/8/17 8:38,258
429,"['tailgateparty', 'oregonstateuniversity', 'dadsweekend', 'osupets', 'gobeavs']",11/19/16 10:15,258
430,"['UOInstaxagram', 'UOContest', 'OSU', 'oregonstateuniversity']",6/29/15 13:07,258
431,"['oregon', 'sistersister', 'oregonstateuniversity', 'jessakae', 'osu', 'corvallis', 'oregonstate', 'beavs', 'dirtybootsandmessyhair', 'sisterlove', 'happywednesday', 'gobeavs']",9/20/17 7:22,257
432,[],4/8/19 18:36,256
433,"['socal', 'nikon', 'oregonstateuniversity', '멍스타그램', '골든리트리버', '개스타그램', 'petco', 'doggystyles', 'goldenretriever', 'petsofinstagram', '반려견', '대형견', 'puppiesofinstagram', '⭐️']",7/14/18 19:35,256
434,"['deakinabroad', 'oregonstateuniversity']",4/28/18 14:38,256
435,"['disneyprograms', 'dcpfall2018', 'wdw', 'oregonstateuniversity', 'holiday', 'nametag', 'cinderella', 'festive', 'dcp', 'disneyparks', 'castle', 'disneycollegeprogram', 'disneyworld', 'magickingdom', 'castmember', 'gobeavs', 'christmas', 'oregon', 'waltdisneyworld', 'magic', 'disney']",1/1/19 13:56,255
436,"['shootlikeagirl', 'six', 'raiseemoutdoors', 'oregonstateuniversity', 'WCW', 'startthemyoung', 'diamondarchery', 'archery', 'hunt', 'whatgetsyououtdoors', 'daughter', 'itsinmynature', 'womenwhohunt', 'gobeavs', 'aimsmallmisssmall', 'refusetofollow']",8/2/17 16:07,255
437,"['gobeavs', 'herestotheoneswhodream', 'collegegrad', 'oregonstateuniversity']",1/12/18 19:24,254
438,"['oregon', 'amanitamuscaria', 'linuspauling', 'pnw', 'fungus', 'oregonstateuniversity', 'fliegenpilz', 'osu', 'amanita', 'Flyagaric', 'linuspaulingsciencecenter', 'mushroom', 'mushroomhunting', 'corvallis', 'oregonstate', 'fungi', 'mushrooms', 'mycology']",11/5/16 9:26,254
439,[],9/18/15 12:45,254
440,['thatsdamchic'],11/2/18 11:52,253
441,[],4/25/18 15:19,253
442,[],4/29/15 10:54,253
443,[],3/15/18 7:23,252
444,"['RamNation', 'collegefootball', 'ColoradoStateUniversity', 'OregonStateUniversity', 'CFB', 'Playoff', 'OSU', 'OregonState', 'BeaverNation', 'CFBPlayoff', 'GoBeavers', 'Beavers', 'Beavs', 'ColoradoStateRams', 'Rams', 'CSURams', 'OSUBeavers', 'CSU', 'ColoradoState', 'OregonStateBeavers', 'GoRams']",8/16/17 13:31,252
445,"['oregonbeavers', 'oregonstateuniversity', 'petco', 'dogsofinstagram', 'goldenretriever', '반려견', '광안리', '리트리버', '⭐️', 'puppies']",7/16/18 14:48,251
446,[],6/19/18 9:22,251
447,[],5/31/18 15:09,251
448,[],5/15/16 14:32,251
449,[],9/12/18 16:18,250
450,"['oregontrail', 'oregonstateuniversity', 'oregonpinot', 'oregonian', 'oregonglass', 'oregongrown', 'oregonians', 'oregonmodel', 'oregonstate', 'oregonbeach', 'oregonsonly', 'Oregon', 'Oregonexplored']",7/21/18 16:02,250
451,"['ou', 'espn', 'oregonstateuniversity', 'thurstoncounty', 'nba', 'basketball', 'football', 'nfl', 'freshflyfamous', 'willamettevalley', 'thurstonhighschool', 'cfl', 'oregoncoast', 'freshflyfamousathlete', 'athlete', 'eugene', 'wnba', 'soccer', 'baseball', 'freshflyfamousmanagement', 'springfieldoregon', 'southeugene', 'oregon', 'ballplayer', 'sports', 'eugeneoregon', 'athletic', 'freshflyfamousagency', 'oregonducks', 'ball', 'uo']",3/13/18 13:29,250
452,"['oregonstateuniversity', 'sophmoreyear', 'careerfair', 'classaf', 'gobeavs', 'letsgetit']",10/18/17 21:00,250
453,"['always', 'thankyoumama', 'oregonstateuniversity', 'onelove', 'bachelorsdegree', 'collegegraduate', 'Godisgood', 'beaverforlife', 'bouttime', '33percent', 'OSU', 'publichealth', 'blessed', 'bachelorsofscience', 'graduating']",4/28/15 13:57,250
454,"['GFRiends', 'engineering', 'goGFR', 'dhbwravensburg', 'oregonstateuniversity', 'team', 'fsg', 'racing', 'oregonstate', 'design', 'racecar', 'racecardriver', 'gfr19e', 'weAreGFR', 'globalformularacing', 'teamworkmakesdreamwork', 'formulasae']",3/21/19 10:08,249
455,"['OregonStateUniversity', 'Diploma', 'FineArts', 'Happy', 'CollegeGrad']",4/26/18 14:09,249
456,[],6/16/17 11:40,249
457,"['oregonstateuniversity', 'ootd', 'selfie', 'photoshoot', 'selfietime', 'pnw', 'blessings', 'portraitphotography', 'spring', 'vsco', 'obey', 'portrait', 'photooftheday', 'streetstyle', 'streetwear', 'selflove', 'obeyclothing', 'whatiwore', 'dancer', 'photoofme', 'hm', 'vscoportrait', 'springiscoming', 'streetfashion', 'gshock', 'popper', 'photoofthenight']",4/25/17 21:26,249
458,[],11/3/15 19:08,249
459,"['portland', 'oregonweddingphotographer', 'oregonbeauty', 'oregonsummer', 'oregonrocks', 'oregonstateuniversity', 'pdx', 'oregonzoo', 'portlandnw', 'oregondunes', 'oregonwine']",1/27/19 16:20,248
460,"['nationalchampionship', 'oregonstateuniversity', 'collegebaseball', 'cws', 'beaverbaseball']",6/29/18 0:57,248
461,"['oregonweddingphotographer', 'oregonvapers', 'oregonstateuniversity', 'oregoncity', 'oregongirls', 'oregonweed', 'oregonadventures', 'oregonwedding', 'Oregon', 'oregonhikes', 'Oregonexplored', 'oregondunes']",6/9/18 16:06,248
462,"['stretchableElectronics', 'galinstan', 'oregonstateuniversity', 'liquidmetal', '3dprint', 'shap3dbyme', 'robotics', 'softrobotics', '3dprinting', 'liquidmetalprinting']",3/6/18 23:07,248
463,"['madeinusa', 'oregonstateuniversity', 'standard', 'vintagetee', 'usedtee', 'footballtee', 'chokuのtee', 'menstyle', 'tshirt']",8/6/17 20:39,248
464,['oregonstateuniversity'],4/22/17 18:20,248
465,[],5/31/16 20:20,248
466,[],6/7/15 22:55,248
467,"['blazeorange', 'oregonstateuniversity', 'wildernesspackspecialties', 'osu', 'asatnation', 'asatcamo', 'iphone', 'deerseason', 'seeanythingyet']",10/13/18 8:28,247
468,"['oregonbeavers', 'socal', 'oregonstateuniversity', '멍스타그램', '골든리트리버', '반려견', 'petsofinstagram', '리트리버', 'petsmart', '대형견', 'puppiesofinstagram', '⭐️', 'puppies']",7/19/18 10:02,247
469,['OregonStateUniversity'],6/14/18 19:12,247
470,[],1/12/17 20:27,247
471,"['blaqequity', 'oregon', 'wnba', 'nextgeneration', 'oregonstateuniversity', 'nfl', 'payitforward', 'inspired', 'give', 'activist', 'speakitintoexistence', 'mlb', 'mlbpaa', 'morethananathlete']",4/23/19 20:46,246
472,"['oregonstateuniversity', '멍스타그램', '골든리트리버', 'petco', 'doggystyles', 'dogsofinstagram', '리트리버', 'petsmart', '대형견', '⭐️', 'puppies']",7/15/18 19:35,246
473,[],9/14/16 15:58,246
474,"['oregonstateuniversity', 'collegehoops', 'kingjames', 'slam', 'northcoastbluechips', 'nba', 'ncaa', 'basketball', 'nfl', 'oregonstate', 'giannihunt', 'cartoonedits', 'bronnyjames', 'cartoons', 'lakers', 'likeforlikes', 'beavers', 'cartoon', 'hezifam', 'ballislife', 'lebronjames']",8/20/18 16:24,245
475,[],7/5/16 6:16,245
476,"['Ducks', 'OregonStateUniversity', 'underestimated', 'Portland', 'Corvallis', 'Salem', 'Beavers', 'UniversityofOregon', 'UofO', 'OSU', 'Oregon', 'Eugene', 'greatstate']",7/8/13 17:22,245
477,['internationalwomensday'],3/8/19 10:59,244
478,"['nationalchampionship', 'oregonstateuniversity', 'earnednotgiven', 'osu', 'baseball', 'CWS', 'oregonstate', 'collegebaseball', 'oregonstatebeavers', 'omaha', 'beaverbaseball']",6/29/18 7:41,244
479,"['oregonstateuniversity', 'triathlon', 'RoadToRio', 'mpgsport', 'osubeavers', 'RunForFun', 'RunHappy', 'brooks', 'hoodriverhighschool']",12/18/15 16:25,244
480,"['oregonstateuniversity', 'letitsnow', 'corvallis', 'collegelife', 'campuslife', 'latefall', 'weatherford', 'pnwonderland', 'bestcollegetowninthepac12', 'wintervibes', 'finalsweek', 'gobeavs', 'visitcorvallis', 'beavernation']",12/12/18 14:02,243
481,[],7/23/18 17:15,242
482,"['celebratestrongwomen', 'map', 'oregonstateuniversity', 'internationalwomensday', 'coach', 'forthekids']",3/8/18 14:45,242
483,"['pugscorner', 'obsessedwithpugs', 'oregonstateuniversity', 'pawsomepugs', 'pugloversclub', 'reserstadium', 'dogsofinstagram', 'sophiathepug', 'pugstify', 'puglife', 'wepugyou', 'pugsofinstagram', 'petsofinstagram', 'oregonstate', 'fawnpug', 'puglove', 'dailypug', 'babypug', 'pug', 'worldofcutepugs', 'popularpugs', 'dogsofinsta', 'dailydoseofpugs', 'puppiesofinstagram', 'pugs', 'pupbox', 'pugpuppy']",5/8/17 18:24,242
484,"['portland', 'victorianarchitecture', 'verytandc', 'deserve2preserve', 'oregonstateuniversity', 'archihub', 'pnwonderland', 'archite_design', 'beautifulhouseoldandnew', 'mytradhome', 'pnw', 'oregonnw', 'archi_ologie', 'casasecasarios', 'gothicrevival', 'corvallis', 'oldhouselove', 'curbed', 'oregon', 'iheartsavingplaces', 'historicpreservation', 'myhousebeautiful', 'preservationdirectory', 'architecture', 'thefrontdoorproject']",3/16/17 6:36,242
485,"['oregonstateuniversity', 'flavorbeginswithseed', 'universityofwisconsin', 'thechefsgarden', 'organicallygrowncompany', 'cbnvarietyshowcase', 'bejoseeds']",10/3/16 7:07,242
486,"['portland', 'selam', 'oregonstateuniversity', 'squirrels', 'oregonstate', 'unitedstates', 'chipmunk', 'animals', 'nuts_about_squirrels', 'eugene', 'oregonsquirrel', 'animal', 'corvallis', 'chipmunks', 'chipmunkcheeks', 'wildlifephotography', 'wildlife', 'siskiyou', 'oregon', 'trilliumlake', 'oregonphotographer', 'squirrelsofig']",7/15/16 1:03,242
487,"['Barberlife', 'PDX']",8/29/15 21:33,242
488,[],2/26/19 19:18,241
489,"['perlasworld', 'cheekypup', 'chihuahuaoftheday', 'packgoals', 'chihuahua', 'longhairchihuahuapuppy', 'a_dogsworld', 'helloello', 'wcw', 'dogsarethebest', 'bffsforlife', 'friendship_goals', 'appleheadchihuahua']",1/9/19 7:36,241
490,"['sugarmommy', 'oregonstateuniversity', 'newjerseylife', 'collegefootball', 'sugarmami', 'newjersey', 'collegeparty', 'universityofmichigan', 'bosslady', 'lady', 'sugarmama', 'sugarmomma', 'universityofmiami', 'universityofohio', 'collegegirls', 'oregon', 'ohio', 'oregonstatebaseball', 'collegelife', 'texasstateuniversity', 'sugarbaby', 'rich']",1/8/19 9:29,241
491,[],9/7/18 16:10,241
492,"['OregonStateUniversity', 'Portland', 'GiveAway', 'PikaChooseMe', 'PikaPokeCho', 'OSU', 'Oregon', 'ConcertTickets']",3/26/17 16:56,241
493,"['wrestling', 'oregon', 'hoodriveroregon', 'stanford', 'oregonstateuniversity', 'riverside', 'flowrestling', 'transviliquist', 'usawrestling', 'nationalchamp', 'greatjourney', 'burg']",7/22/17 12:05,240
494,"['gobeavers', 'classof2017', 'oregonstateuniversity']",6/5/17 23:12,240
